\begin{table}
\begin{tabular}{ccc}
flux & redshift & dist \\
0.00984491841342 & 2.02986207694 & 8570.94852824 \\
0.382107361475 & 2.03113211534 & 8576.31117524 \\
0.713084775445 & 2.03307431878 & 8584.5119914 \\
0.555147947213 & 2.03592701919 & 8596.55731638 \\
0.55913340011 & 2.03624943806 & 8597.91870719 \\
0.0249758891913 & 2.03947720512 & 8611.54772448 \\
0.741693842359 & 2.03981647099 & 8612.9802505 \\
0.73323421685 & 2.04013913957 & 8614.3426957 \\
0.909595781853 & 2.0418438948 & 8621.54090364 \\
0.171769177104 & 2.04407523967 & 8630.96259895 \\
0.664554567528 & 2.05028239703 & 8657.17188028 \\
0.562287310289 & 2.05047810905 & 8657.99826038 \\
0.810205715819 & 2.05119199171 & 8661.01257925 \\
0.362031990509 & 2.05413811812 & 8673.4523889 \\
0.321937039155 & 2.05660615761 & 8683.87351046 \\
0.590945301356 & 2.05715210981 & 8686.17875484 \\
0.632104027077 & 2.05865567311 & 8692.52744414 \\
0.936893182442 & 2.06293541941 & 8710.5983691 \\
0.148145925474 & 2.06309624072 & 8711.27742568 \\
0.152360362791 & 2.06523702297 & 8720.31672673 \\
0.691901793079 & 2.06685674088 & 8727.15587063 \\
0.840976905516 & 2.06720964494 & 8728.64598301 \\
0.86778015912 & 2.06818993389 & 8732.78518348 \\
0.714716341873 & 2.06832765533 & 8733.36670248 \\
0.777500763232 & 2.07147188069 & 8746.64297088 \\
0.926509040954 & 2.07505935504 & 8761.79082665 \\
0.785707134683 & 2.0781053314 & 8774.65224565 \\
0.449157710985 & 2.08034797126 & 8784.12163322 \\
0.554498107324 & 2.08074417476 & 8785.79457438 \\
0.689534513968 & 2.08460726078 & 8802.10618088 \\
0.100972389007 & 2.0848172578 & 8802.9928784 \\
0.841426659063 & 2.08569225024 & 8806.68747186 \\
0.077602856296 & 2.08584159452 & 8807.31806749 \\
0.627193958836 & 2.08771706693 & 8815.23711661 \\
0.604272810536 & 2.08787296937 & 8815.89540357 \\
0.894892673582 & 2.09010716537 & 8825.32913759 \\
0.265797771079 & 2.09492869438 & 8845.68770157 \\
0.628823241377 & 2.09500540975 & 8846.01162679 \\
0.197926103171 & 2.09654993413 & 8852.53327133 \\
0.688563253214 & 2.10163952567 & 8874.02371036 \\
0.51456482906 & 2.10312858854 & 8880.3111726 \\
0.188998638402 & 2.10332727138 & 8881.15009679 \\
0.877157675032 & 2.10392931743 & 8883.69219349 \\
0.424483815995 & 2.10445002441 & 8885.89084176 \\
0.789004731295 & 2.11075867738 & 8912.5286811 \\
0.292183723872 & 2.11206247204 & 8918.03386149 \\
0.273971952002 & 2.11455783101 & 8928.5703376 \\
0.540768148593 & 2.11514275203 & 8931.0401251 \\
0.595381308924 & 2.11534013075 & 8931.87354273 \\
0.658758245631 & 2.11536073362 & 8931.9605369 \\
0.462269983331 & 2.11601323861 & 8934.71569289 \\
0.342271881353 & 2.11621194021 & 8935.55469629 \\
0.524693189083 & 2.11622040616 & 8935.59044318 \\
0.854528070288 & 2.120287863 & 8952.76499096 \\
0.0824714049321 & 2.12041621727 & 8953.30695773 \\
0.226814090192 & 2.12181364974 & 8959.20751714 \\
0.177643531338 & 2.12299847563 & 8964.21036038 \\
0.732316638112 & 2.12856419974 & 8987.71123531 \\
0.220191247507 & 2.13291033422 & 9006.06247964 \\
0.276978337691 & 2.13406662549 & 9010.94483746 \\
0.00677131941425 & 2.13463492407 & 9013.34443789 \\
0.680807150297 & 2.13525511829 & 9015.96316394 \\
0.797169679369 & 2.13917330627 & 9032.50743455 \\
0.562776852643 & 2.14178824103 & 9043.54881093 \\
0.583748984524 & 2.14379354296 & 9052.016056 \\
0.682070192215 & 2.14510231438 & 9057.54225041 \\
0.0136115009927 & 2.14695679642 & 9065.37266921 \\
0.274911149683 & 2.15048464746 & 9080.26876976 \\
0.291673943269 & 2.15131747646 & 9083.78533113 \\
0.773307740111 & 2.15212371522 & 9087.18961703 \\
0.710441920651 & 2.15401643056 & 9095.1814732 \\
0.162765628602 & 2.15537560315 & 9100.92048297 \\
0.494261475162 & 2.15593635289 & 9103.28820895 \\
0.00657296952746 & 2.16140153218 & 9126.36454057 \\
0.808266567282 & 2.16307930868 & 9133.44883272 \\
0.0507154408911 & 2.16467225585 & 9140.17493907 \\
0.242420229797 & 2.16672389695 & 9148.83784798 \\
0.940887376619 & 2.16975199748 & 9161.62378755 \\
0.0835625054621 & 2.17077256409 & 9165.93305758 \\
0.239395132604 & 2.17155634986 & 9169.24253736 \\
0.118910958875 & 2.17159239203 & 9169.39472287 \\
0.867056721399 & 2.17287943047 & 9174.82915133 \\
0.441369883795 & 2.17573414649 & 9186.88298706 \\
0.326503041679 & 2.1764127318 & 9189.74826536 \\
0.360923893478 & 2.17938441358 & 9202.29598073 \\
0.551347348881 & 2.1812643548 & 9210.23389909 \\
0.531527482069 & 2.183087824 & 9217.93336836 \\
0.758404938517 & 2.18422500086 & 9222.73501692 \\
0.685697463691 & 2.18466236098 & 9224.58173898 \\
0.152144832611 & 2.18673539404 & 9233.33497392 \\
0.382966568278 & 2.18714421244 & 9235.06118061 \\
0.560227835072 & 2.18866562403 & 9241.48523304 \\
0.66365462607 & 2.19225509798 & 9256.64153198 \\
0.0987977052329 & 2.19439176222 & 9265.66344505 \\
0.16202852019 & 2.19613397905 & 9273.01983194 \\
0.436129542534 & 2.19909678231 & 9285.53005839 \\
0.376425988319 & 2.20054798785 & 9291.65767079 \\
0.951235920794 & 2.2028722079 & 9301.47152495 \\
0.783528255904 & 2.2072325276 & 9319.88266539 \\
0.197304057267 & 2.20724434122 & 9319.93254753 \\
0.0572267871028 & 2.2076798657 & 9321.77151874 \\
0.364915769913 & 2.20928132329 & 9328.53355975 \\
0.282288959982 & 2.21213717015 & 9340.59217037 \\
0.796542831716 & 2.21569855726 & 9355.62987465 \\
0.55423685766 & 2.21740676336 & 9362.84265365 \\
0.359615493188 & 2.21959211242 & 9372.07013492 \\
0.0319639063024 & 2.21980020828 & 9372.9488049 \\
0.757891061699 & 2.2199231403 & 9373.46787666 \\
0.84521600025 & 2.22244895854 & 9384.13296486 \\
0.396887155995 & 2.22300313501 & 9386.47293566 \\
0.119538321258 & 2.22317108993 & 9387.18211337 \\
0.920861511231 & 2.22396806557 & 9390.54728644 \\
0.803042780736 & 2.2246721837 & 9393.52037529 \\
0.351719581383 & 2.23041552865 & 9417.77124163 \\
0.983864899364 & 2.2307840179 & 9419.32716132 \\
0.556484021819 & 2.23258368724 & 9426.92613736 \\
0.16036782196 & 2.23298835214 & 9428.63480617 \\
0.960397839924 & 2.23386012836 & 9432.31581938 \\
0.288385862626 & 2.237208888 & 9446.45571925 \\
0.301605492197 & 2.23933507212 & 9455.43338076 \\
0.353586212948 & 2.23933581719 & 9455.43652676 \\
0.496845688482 & 2.24017440927 & 9458.97742231 \\
0.962177429534 & 2.24379020443 & 9474.24486072 \\
0.133717076718 & 2.25081371216 & 9503.90112352 \\
0.0656206457842 & 2.25248017839 & 9510.9376589 \\
0.428178367568 & 2.2528313578 & 9512.42048902 \\
0.89419293499 & 2.25461972727 & 9519.97175214 \\
0.542834834554 & 2.25502759847 & 9521.69395933 \\
0.536580139251 & 2.2555410688 & 9523.86205138 \\
0.975250743909 & 2.25692566231 & 9529.70839917 \\
0.460218654631 & 2.25769430268 & 9532.95392855 \\
0.0517572603664 & 2.26005769219 & 9542.933173 \\
0.0714123038262 & 2.26051812733 & 9544.87732769 \\
0.513216759188 & 2.26436946993 & 9561.13934843 \\
0.502684511956 & 2.26610013143 & 9568.44694379 \\
0.230139139094 & 2.26634593516 & 9569.48483257 \\
0.335016547925 & 2.26709777371 & 9572.65941748 \\
0.575256781146 & 2.26951593352 & 9582.86992564 \\
0.275855436167 & 2.27028719411 & 9586.12651873 \\
0.556771453251 & 2.27055765959 & 9587.26853998 \\
0.585721876582 & 2.2710922782 & 9589.52592913 \\
0.930100165329 & 2.27284846109 & 9596.94128672 \\
0.0890839171458 & 2.28099254982 & 9631.32912328 \\
0.0396094928538 & 2.2841133228 & 9644.50636564 \\
0.264597445339 & 2.28475236998 & 9647.20469699 \\
0.928711575375 & 2.28772993391 & 9659.77724935 \\
0.620939776844 & 2.2888112973 & 9664.34322948 \\
0.483399377223 & 2.30227961335 & 9721.21223792 \\
0.559472221398 & 2.30555866589 & 9735.05780454 \\
0.395011483519 & 2.30626620039 & 9738.04531871 \\
0.475076443416 & 2.3098255798 & 9753.07454562 \\
0.59656082374 & 2.31175404585 & 9761.21735664 \\
0.443723672507 & 2.31416111488 & 9771.38103475 \\
0.437426816821 & 2.31672036599 & 9782.18729089 \\
0.361024938695 & 2.31679132138 & 9782.48689499 \\
0.334903863179 & 2.31751226204 & 9785.53101573 \\
0.171441400878 & 2.32200495333 & 9804.50108579 \\
0.896840174242 & 2.322507448 & 9806.62283385 \\
0.0885163172463 & 2.32345018395 & 9810.6034695 \\
0.964105733206 & 2.32822030082 & 9830.74494935 \\
0.83629590613 & 2.32975878331 & 9837.24108247 \\
0.241119527511 & 2.33110680768 & 9842.93301966 \\
0.458601444849 & 2.33234307117 & 9848.15305451 \\
0.658889053728 & 2.33454664315 & 9857.45748075 \\
0.317171980664 & 2.33556811555 & 9861.77057547 \\
0.167783792741 & 2.33734417991 & 9869.26988116 \\
0.196809607126 & 2.33884713977 & 9875.61602249 \\
0.240916860818 & 2.34116673209 & 9885.41033638 \\
0.386136480317 & 2.34348763712 & 9895.21019313 \\
0.5969954868 & 2.34469938492 & 9900.32671219 \\
0.45305452741 & 2.34546506934 & 9903.55976032 \\
0.568839416443 & 2.34634007783 & 9907.25442153 \\
0.131741793335 & 2.34635569994 & 9907.32038479 \\
0.223988670696 & 2.34742085062 & 9911.81790792 \\
0.60986675633 & 2.34908040992 & 9918.82527924 \\
0.338752034428 & 2.35195636545 & 9930.96879732 \\
0.457532901943 & 2.3526279574 & 9933.80454668 \\
0.0293815804131 & 2.35379388811 & 9938.72760635 \\
0.958460920786 & 2.35445505875 & 9941.51935244 \\
0.45428116872 & 2.35537294756 & 9945.39507277 \\
0.476375086972 & 2.36069893129 & 9967.88366101 \\
0.373353637075 & 2.3642282276 & 9982.78586414 \\
0.227220689337 & 2.36802488384 & 9998.81697559 \\
0.483597152546 & 2.37021736441 & 10008.0745692 \\
0.155530473945 & 2.37181869965 & 10014.8360936 \\
0.413493809442 & 2.37190730402 & 10015.2102192 \\
0.0373600219206 & 2.37529740966 & 10029.5246996 \\
0.481226689173 & 2.37544420981 & 10030.1445528 \\
0.702359066313 & 2.37927093947 & 10046.3026472 \\
0.663263923567 & 2.37961169499 & 10047.7414632 \\
0.974008353866 & 2.38033081379 & 10050.7778913 \\
0.0492937565672 & 2.38707238156 & 10079.2436826 \\
0.895189277168 & 2.39059684489 & 10094.1254788 \\
0.425720998707 & 2.39191473753 & 10099.690187 \\
0.17316082888 & 2.39569855805 & 10115.6671005 \\
0.554581139866 & 2.39579542589 & 10116.0761181 \\
0.762755452661 & 2.39852904253 & 10127.6186203 \\
0.725286194438 & 2.39938315192 & 10131.2250366 \\
0.526647497365 & 2.40081900939 & 10137.2878428 \\
0.206703225749 & 2.40115317487 & 10138.6988328 \\
0.89511328385 & 2.4075836713 & 10165.8511475 \\
0.708097438149 & 2.41092409569 & 10179.9558524 \\
0.616560611279 & 2.41310513356 & 10189.16513 \\
0.614685192432 & 2.41500454662 & 10197.1852668 \\
0.499753637206 & 2.41922257653 & 10214.9955987 \\
0.741449610454 & 2.41940282288 & 10215.7566761 \\
0.658787027907 & 2.41974261971 & 10217.1914441 \\
0.971222930245 & 2.42143475476 & 10224.3363642 \\
0.353603412086 & 2.42149152543 & 10224.5760743 \\
0.46402857908 & 2.42237993618 & 10228.3273257 \\
0.554520243183 & 2.42261654115 & 10229.3263734 \\
0.362403687281 & 2.42473067629 & 10238.2531589 \\
0.716669314799 & 2.42818137947 & 10252.8235081 \\
0.0169977356307 & 2.42916978531 & 10256.9969816 \\
0.849825622451 & 2.42960262958 & 10258.8246358 \\
0.600485985817 & 2.43374324598 & 10276.3080947 \\
0.233035797249 & 2.43441357294 & 10279.1385027 \\
0.361255834463 & 2.43496351185 & 10281.4605807 \\
0.638073904544 & 2.43705808131 & 10290.3047515 \\
0.206785099074 & 2.43789533341 & 10293.8399891 \\
0.194045879719 & 2.44415127771 & 10320.2552698 \\
0.512109566609 & 2.44445261915 & 10321.5276626 \\
0.441367345028 & 2.44672748873 & 10331.133138 \\
0.113572929131 & 2.45004800106 & 10345.1537656 \\
0.709371822976 & 2.45230830399 & 10354.6977342 \\
0.914017646067 & 2.45713125674 & 10375.0623099 \\
0.570080121648 & 2.45817108669 & 10379.452918 \\
0.0459074202252 & 2.45887425665 & 10382.4220033 \\
0.665094040135 & 2.46237999841 & 10397.224749 \\
0.946776372177 & 2.46421404668 & 10404.9688876 \\
0.874763025009 & 2.46534101813 & 10409.7274446 \\
0.355722280343 & 2.46698517513 & 10416.6697808 \\
0.701772815863 & 2.46730085167 & 10418.0027026 \\
0.611887283886 & 2.47179302996 & 10436.9706065 \\
0.0256505762017 & 2.47402452123 & 10446.39292 \\
0.0319337504647 & 2.4747877332 & 10449.6155284 \\
0.99206515656 & 2.48035767489 & 10473.1342118 \\
0.722883312528 & 2.48065285942 & 10474.3806075 \\
0.825643451296 & 2.48295846722 & 10484.1158727 \\
0.634172511805 & 2.48637836376 & 10498.5561431 \\
0.548516424563 & 2.49444128339 & 10532.6012489 \\
0.222867735944 & 2.49680552384 & 10542.5840864 \\
0.220875524198 & 2.49694935843 & 10543.1914178 \\
0.940151224853 & 2.50126003937 & 10561.392962 \\
0.380508838427 & 2.50258906035 & 10567.0046587 \\
0.981955520606 & 2.50321147137 & 10569.6327451 \\
0.387566174114 & 2.5063158444 & 10582.7407398 \\
0.101763936061 & 2.50852121692 & 10592.0527688 \\
0.667879387101 & 2.51075422989 & 10601.4815075 \\
0.265103530675 & 2.51368984684 & 10613.8769417 \\
0.711746896813 & 2.51405132071 & 10615.4032395 \\
0.602341541695 & 2.51495786814 & 10619.2310716 \\
0.698443655477 & 2.51619360319 & 10624.4488752 \\
0.955063868395 & 2.51894423418 & 10636.0632193 \\
0.906347027616 & 2.51993968699 & 10640.2664481 \\
0.317506178039 & 2.52118556945 & 10645.5270983 \\
0.802753893114 & 2.52130254184 & 10646.0210059 \\
0.277823171119 & 2.52691724461 & 10669.7286898 \\
0.412641984835 & 2.52939457379 & 10680.1890364 \\
0.972898468932 & 2.53011092083 & 10683.213761 \\
0.175035647899 & 2.53225151595 & 10692.2522719 \\
0.829200063833 & 2.53372003036 & 10698.4529698 \\
0.281587331505 & 2.53717366725 & 10713.0357064 \\
0.310635298759 & 2.53863146642 & 10719.1911599 \\
0.872570869416 & 2.54037486827 & 10726.5525504 \\
0.326763800848 & 2.54431898994 & 10743.2063242 \\
0.270243731866 & 2.54659187774 & 10752.8034316 \\
0.691919930198 & 2.54925489635 & 10764.0478386 \\
0.712420879429 & 2.55047047451 & 10769.1805311 \\
0.126331133898 & 2.55713937556 & 10797.3394924 \\
0.887818586779 & 2.55733012214 & 10798.1449063 \\
0.327224552424 & 2.56152974035 & 10815.8774961 \\
0.524418743064 & 2.56313201227 & 10822.6429755 \\
0.000453446731213 & 2.56669572581 & 10837.690503 \\
0.951341850723 & 2.56842845692 & 10845.0068371 \\
0.492012155078 & 2.57128212336 & 10857.0562411 \\
0.985960785206 & 2.58807464275 & 10927.9614622 \\
0.723783683647 & 2.59109562382 & 10940.7173403 \\
0.701727925064 & 2.59231726204 & 10945.8756209 \\
0.771087206761 & 2.59259686652 & 10947.056231 \\
0.257747660172 & 2.59362977288 & 10951.4176048 \\
0.69954410543 & 2.59639830051 & 10963.1075162 \\
0.0729417093044 & 2.60578298015 & 11002.7336598 \\
0.496807767801 & 2.60667421093 & 11006.4968185 \\
0.0397935197143 & 2.61137998012 & 11026.3665948 \\
0.423207166917 & 2.61228383843 & 11030.1830724 \\
0.767948388558 & 2.61256654871 & 11031.3767965 \\
0.327900154483 & 2.61371840438 & 11036.2404253 \\
0.123544604672 & 2.61428096494 & 11038.6157973 \\
0.667558243328 & 2.61471312919 & 11040.4405802 \\
0.356267207526 & 2.62489463949 & 11083.4312847 \\
0.794969959826 & 2.62712844915 & 11092.8633874 \\
0.226908135345 & 2.62716812493 & 11093.0309156 \\
0.197866420886 & 2.6274789961 & 11094.3435471 \\
0.131225547664 & 2.62769524438 & 11095.2566401 \\
0.718008203642 & 2.6302838712 & 11106.186933 \\
0.182283086066 & 2.63045043454 & 11106.8902349 \\
0.772389200208 & 2.63438386812 & 11123.498879 \\
0.472276884611 & 2.63454545513 & 11124.1811687 \\
0.820364370367 & 2.63736285888 & 11136.077456 \\
0.561664411808 & 2.63890652554 & 11142.5954789 \\
0.806897043654 & 2.64144265946 & 11153.3041243 \\
0.878355847931 & 2.64453225746 & 11166.3497326 \\
0.852887563774 & 2.64484948464 & 11167.6892018 \\
0.554483906938 & 2.64710059767 & 11177.1943668 \\
0.164174594489 & 2.65028092234 & 11190.623062 \\
0.835948778869 & 2.65441332401 & 11208.0718347 \\
0.93239925144 & 2.65563537338 & 11213.2318514 \\
0.751951117142 & 2.65842061967 & 11224.9923561 \\
0.069938925119 & 2.66184141919 & 11239.4364393 \\
0.541210267166 & 2.66212315391 & 11240.6260441 \\
0.344507998262 & 2.66311243925 & 11244.8032313 \\
0.409856032005 & 2.66380191388 & 11247.7144889 \\
0.940897058694 & 2.66518572938 & 11253.5575517 \\
0.133982532839 & 2.66805567658 & 11265.6757 \\
0.219665324431 & 2.67216825091 & 11283.0407531 \\
0.848316150219 & 2.67713609787 & 11304.0171343 \\
0.233012908366 & 2.67747788258 & 11305.460296 \\
0.276203994541 & 2.68163416511 & 11323.0099039 \\
0.776463087322 & 2.68177569541 & 11323.6075056 \\
0.0824755439844 & 2.68276988084 & 11327.805383 \\
0.962499020217 & 2.68972291066 & 11357.1640578 \\
0.858458125124 & 2.69377600136 & 11374.2779456 \\
0.114272931943 & 2.69504895221 & 11379.6528902 \\
0.538072778793 & 2.69825321815 & 11393.1826757 \\
0.23049347274 & 2.70359668783 & 11415.7450971 \\
0.292842669953 & 2.70705107252 & 11430.3309912 \\
0.647450693042 & 2.70772120158 & 11433.1605636 \\
0.0508705068363 & 2.71109178357 & 11447.3926068 \\
0.183367850072 & 2.7143297232 & 11461.064577 \\
0.431873533603 & 2.71535074362 & 11465.3757633 \\
0.0142667235814 & 2.7216193736 & 11491.8446084 \\
0.521296567385 & 2.72663131401 & 11513.007171 \\
0.557848883005 & 2.7358993901 & 11552.1409644 \\
0.806689242887 & 2.73794435988 & 11560.7757041 \\
0.897810988908 & 2.73975292387 & 11568.4122372 \\
0.68203976644 & 2.74265667233 & 11580.6731089 \\
0.897977354821 & 2.7436997146 & 11585.0772809 \\
0.0795672571762 & 2.74498817885 & 11590.5177297 \\
0.995792106622 & 2.74515144621 & 11591.2071145 \\
0.689970007112 & 2.75227430377 & 11621.2828749 \\
0.116009370827 & 2.75238972048 & 11621.7702138 \\
0.00946491863274 & 2.75262716347 & 11622.7728 \\
0.558904785113 & 2.75490342276 & 11632.3841433 \\
0.0278366754518 & 2.76141800094 & 11659.8914872 \\
0.0425440825626 & 2.76165534805 & 11660.8936685 \\
0.889609491502 & 2.76924211748 & 11692.9282639 \\
0.409557317736 & 2.77362746118 & 11711.4450664 \\
0.0013612950315 & 2.774538285 & 11715.2909553 \\
0.635043326685 & 2.77535231012 & 11718.7281186 \\
0.280491359505 & 2.77748805438 & 11727.7461471 \\
0.00470619327746 & 2.78178766687 & 11745.9009556 \\
0.981788413337 & 2.78284194155 & 11750.3525556 \\
0.780747548356 & 2.78574644569 & 11762.6166182 \\
0.572894523279 & 2.79385621376 & 11796.8595381 \\
0.0236159295265 & 2.79659245008 & 11808.4131018 \\
0.350149991488 & 2.79787774179 & 11813.8401548 \\
0.796080843173 & 2.79930988193 & 11819.8872649 \\
0.600912826229 & 2.79948303233 & 11820.6183802 \\
0.051508943869 & 2.80169553379 & 11829.9605105 \\
0.161691861598 & 2.80299277437 & 11835.4380168 \\
0.912803463601 & 2.82127243165 & 11912.622572 \\
0.502673284365 & 2.8223416676 & 11917.1373449 \\
0.767036447078 & 2.82841381419 & 11942.7765529 \\
0.380676619985 & 2.83108870359 & 11954.0710835 \\
0.0302616078063 & 2.83565034744 & 11973.3323008 \\
0.372759023404 & 2.84605231871 & 12017.2538861 \\
0.185415534126 & 2.84691389846 & 12020.8918455 \\
0.678010754908 & 2.84729251152 & 12022.4905122 \\
0.872598509034 & 2.8485187843 & 12027.668362 \\
0.241558266766 & 2.85233818759 & 12043.7955213 \\
0.862256174374 & 2.85325366984 & 12047.6610801 \\
0.453712967124 & 2.85467132546 & 12053.6470303 \\
0.161152780327 & 2.8554761426 & 12057.0453136 \\
0.551834769771 & 2.86308969367 & 12089.1929925 \\
0.135089122258 & 2.87713987254 & 12148.5188754 \\
0.169894349238 & 2.88614365237 & 12186.5366966 \\
0.0694574519357 & 2.88914920737 & 12199.2274392 \\
0.00642718109922 & 2.89449654558 & 12221.8061952 \\
0.542074204983 & 2.89667450067 & 12231.002456 \\
0.542565479082 & 2.90043692949 & 12246.8890446 \\
0.728154604345 & 2.90218607017 & 12254.2746669 \\
0.626185516135 & 2.90592172395 & 12270.0481999 \\
0.778976786166 & 2.90679199186 & 12273.7228443 \\
0.875576556893 & 2.91656976388 & 12315.0087926 \\
0.373708576417 & 2.91672080453 & 12315.646551 \\
0.501007998541 & 2.91806802816 & 12321.3351072 \\
0.928098254585 & 2.92204822279 & 12338.1411965 \\
0.445263969168 & 2.92374762652 & 12345.3168081 \\
0.894874104033 & 2.9250766517 & 12350.9285225 \\
0.749429627269 & 2.925221898 & 12351.5418147 \\
0.499751419001 & 2.93094267708 & 12375.6973983 \\
0.942500527631 & 2.93535645605 & 12394.3342667 \\
0.698578716953 & 2.94473227284 & 12433.9229875 \\
0.00321352324821 & 2.95703681647 & 12485.8780496 \\
0.0513885674389 & 2.96380140226 & 12514.4410329 \\
0.703725512663 & 2.96749885293 & 12530.0532559 \\
0.596345343464 & 2.96978556627 & 12539.7087406 \\
0.6388624726 & 2.97565029129 & 12564.4721257 \\
0.603308037386 & 2.98112536144 & 12587.5902208 \\
0.313884869723 & 2.9875828168 & 12614.8563676 \\
0.853742346658 & 2.98772833197 & 12615.4707951 \\
0.0741603103997 & 2.99249384962 & 12635.5928551 \\
0.486979893759 & 2.99256501709 & 12635.8933547 \\
0.430519908834 & 2.99400186598 & 12641.9603471 \\
0.720410193161 & 2.99637187866 & 12651.9675574 \\
0.919681414842 & 2.99652250274 & 12652.6035569 \\
0.0863417134071 & 2.998790141 & 12662.1784985 \\
0.350217134805 & 3.00037913309 & 12668.8879048 \\
0.576352076014 & 3.00225321769 & 12676.801094 \\
0.288107121044 & 3.01371956856 & 12725.2169466 \\
0.371298380414 & 3.01993735252 & 12751.471098 \\
0.607123826182 & 3.0215054729 & 12758.092375 \\
0.809168368052 & 3.02936798775 & 12791.2912858 \\
0.561473886412 & 3.03062742569 & 12796.6091731 \\
0.200609218985 & 3.03390455815 & 12810.4466323 \\
0.835792448557 & 3.03909026635 & 12832.3429171 \\
0.329034575439 & 3.04493684458 & 12857.0296786 \\
0.140741860238 & 3.05538539476 & 12901.14794 \\
0.889260290644 & 3.05646822663 & 12905.7201208 \\
0.794679809664 & 3.05857344285 & 12914.6092468 \\
0.348987929963 & 3.06038087645 & 12922.2410069 \\
0.689136735237 & 3.08108855211 & 13009.6776974 \\
0.744989777337 & 3.08509215346 & 13026.5826199 \\
0.422476292168 & 3.08578300584 & 13029.499695 \\
0.432931978042 & 3.08776020202 & 13037.8482655 \\
0.262727447728 & 3.10232984245 & 13099.367538 \\
0.265034899311 & 3.10623201005 & 13115.8441637 \\
0.229833060457 & 3.1205825027 & 13176.4381002 \\
0.979413477411 & 3.12322286588 & 13187.5868463 \\
0.385404974761 & 3.12585268164 & 13198.6910567 \\
0.472864284514 & 3.12826490032 & 13208.8764789 \\
0.559444104091 & 3.13027466884 & 13217.3625838 \\
0.210225396283 & 3.13133497617 & 13221.8396562 \\
0.508000116571 & 3.13195795723 & 13224.4701495 \\
0.0931361602384 & 3.13719667806 & 13246.5902763 \\
0.0876774371454 & 3.13770528566 & 13248.7378358 \\
0.143222738678 & 3.14047773713 & 13260.4443153 \\
0.0595016245192 & 3.15024176869 & 13301.6722455 \\
0.990912378441 & 3.15175270672 & 13308.0520741 \\
0.292667752109 & 3.15195314654 & 13308.898417 \\
0.855332324199 & 3.15656685597 & 13328.3794775 \\
0.033839055405 & 3.17624543331 & 13411.4708735 \\
0.469845517341 & 3.17829750084 & 13420.1355829 \\
0.301794587857 & 3.17943179344 & 13424.9250529 \\
0.783037158668 & 3.19303821159 & 13482.3771877 \\
0.23204402946 & 3.19389361015 & 13485.9890474 \\
0.0455312387826 & 3.19991891439 & 13511.4304669 \\
0.549005191227 & 3.20323261974 & 13525.4223524 \\
0.424581038307 & 3.2102443032 & 13555.0286881 \\
0.230431688076 & 3.21768981973 & 13586.4668532 \\
0.725496339634 & 3.22497573009 & 13617.2310924 \\
0.960270671377 & 3.23751658984 & 13670.1839825 \\
0.758878906403 & 3.23869073831 & 13675.1417411 \\
0.977461380541 & 3.24170700079 & 13687.8776953 \\
0.288798284581 & 3.24188550479 & 13688.6314158 \\
0.986979145087 & 3.25166626205 & 13729.929969 \\
0.824508648982 & 3.26860750748 & 13801.4631752 \\
0.442124943954 & 3.29345701467 & 13906.3884554 \\
0.948232924538 & 3.29366429741 & 13907.263692 \\
0.599934741969 & 3.29712150861 & 13921.8615209 \\
0.377626479185 & 3.3022302489 & 13943.4328141 \\
0.0147372659524 & 3.31145788026 & 13982.3958325 \\
0.933045590068 & 3.36752300216 & 14219.1268299 \\
0.138225262004 & 3.37200225231 & 14238.0401457 \\
0.257626769911 & 3.37583419915 & 14254.2202692 \\
0.864067365313 & 3.38118153142 & 14276.7990002 \\
0.382436490772 & 3.38469643925 & 14291.6404489 \\
0.610037136692 & 3.38977762439 & 14313.0953925 \\
0.963527782429 & 3.39937650421 & 14353.6259812 \\
0.0721046761654 & 3.41764063727 & 14430.7449865 \\
0.818475446542 & 3.43592996472 & 14507.9703734 \\
0.903521292136 & 3.44015896485 & 14525.8270262 \\
0.0211761496795 & 3.44305208496 & 14538.0430206 \\
0.158654092113 & 3.47440873302 & 14670.4442411 \\
0.889952612688 & 3.48009789156 & 14694.4663092 \\
0.645640706788 & 3.49236534456 & 14746.2647587 \\
0.444862008997 & 3.49703599217 & 14765.9862366 \\
0.947776683453 & 3.52326267569 & 14876.7265461 \\
0.933492915239 & 3.53200205296 & 14913.6279462 \\
0.538595607902 & 3.54594406597 & 14972.4971065 \\
0.379481594015 & 3.54951223775 & 14987.5634585 \\
0.512964608861 & 3.55209351637 & 14998.4627242 \\
0.527142572598 & 3.59994497635 & 15200.5121173 \\
0.12480279281 & 3.61053035294 & 15245.2081185 \\
0.611735391784 & 3.66816956346 & 15488.5855933 \\
0.929903514453 & 3.67687169179 & 15525.3297125 \\
0.246059034291 & 3.68455645658 & 15557.7780863 \\
0.934488310781 & 3.68460335528 & 15557.9761127 \\
0.667963582031 & 3.70622769808 & 15649.2833652 \\
0.580186683844 & 3.73863372279 & 15786.1155041 \\
0.210500146692 & 3.78412537813 & 15978.2007896 \\
0.393598446574 & 3.79269573953 & 16014.3885322 \\
0.6799589801 & 3.83532026728 & 16194.3675749 \\
0.810909067555 & 3.93258819777 & 16605.0745067 \\
0.338374806554 & 3.94903080283 & 16674.5022394 \\
0.727545726997 & 3.96360315077 & 16736.0329441 \\
0.833841477964 & 3.96917005079 & 16759.5387843 \\
