\begin{table}
\begin{tabular}{ccccccccccccccc}
field & ID & M_med & zbest & PETRO_RADIUS & fagn_mir & lir & s24(mJy) & fagn_tot & lagn & lsf & sfr & lx & lbol & BHAR \\
EGS & 20819 & 10.6919 & 1.463 & 4.62 & 0.2 & 11.92 & 0.247 & 0.0194 & 43.7905466956 & 45.4942368546 & 2.14744936838 & 43.4739953298 & 45.0924941623 & -0.706466661519 \\
GDS & 17824 & 10.27 & 1.463 & 3.96 & 0.1 & 11.52 & 0.148 & 0.0031 & 42.5941066595 & 45.1013965617 & 1.75460907546 & 43.0684021576 & 44.585502697 & -1.21345812682 \\
COS & 10718 & 10.9465 & 1.463 & 6.6 & 0.4 & 11.9 & 0.363 & 0.0916 & 44.4446404394 & 45.4410220912 & 2.09423460501 & 43.6957331089 & 45.3696663862 & -0.429294437611 \\
UDS & 13325 & 9.97818051694 & 1.466 & 4.6199999 & 0.3 & 11.1 & 0.062 & 0.0489 & 43.3720538248 & 44.6609711474 & 1.31418366114 & 43.3321262466 & 44.9151578083 & -0.883803015524 \\
UDS & 22791 & 10.9201233263 & 1.466 & 4.6199999 & 0.6 & 11.74 & 0.37 & 0.2166 & 44.658403418 & 45.2167285329 & 1.86994104668 & 43.7681987587 & 45.4602484484 & -0.33871237542 \\
UDS & 10804 & 10.5943925504 & 1.467 & 7.2600002 & 0.4 & 11.18 & 0.082 & 0.0916 & 43.7246404394 & 44.7210220912 & 1.37423460501 & 43.4516531089 & 45.0645663862 & -0.734394437611 \\
UDS & 8626 & 9.81157500587 & 1.468 & 3.96 & 0.2 & 11.23 & 0.06 & 0.0194 & 43.1005466956 & 44.8042368546 & 1.45744936838 & 43.2400853298 & 44.8001066623 & -0.998854161519 \\
COS & 3254 & 10.3039 & 1.469 & 4.62 & 0.3 & 11.13 & 0.073 & 0.0489 & 43.4020538248 & 44.6909711474 & 1.34418366114 & 43.3422962466 & 44.9278703083 & -0.871090515524 \\
EGS & 14053 & 10.7464 & 1.469 & 5.28 & 0.2 & 11.34 & 0.123 & 0.0194 & 43.2105466956 & 44.9142368546 & 1.56744936838 & 43.2773753298 & 44.8467191623 & -0.952241661519 \\
EGS & 23341 & 9.6194 & 1.47 & 5.94 & 0.2 & 11.33 & 0.072 & 0.0194 & 43.2005466956 & 44.9042368546 & 1.55744936838 & 43.2739853298 & 44.8424816623 & -0.956479161519 \\
COS & 17696 & 10.6869 & 1.47 & 5.94 & 0.3 & 11.37 & 0.122 & 0.0489 & 43.6420538248 & 44.9309711474 & 1.58418366114 & 43.4236562466 & 45.0295703083 & -0.769390515524 \\
COS & 7941 & 10.7805 & 1.47 & 5.94 & 0.2 & 11.56 & 0.087 & 0.0194 & 43.4305466956 & 45.1342368546 & 1.78744936838 & 43.3519553298 & 44.9399441623 & -0.859016661519 \\
UDS & 23999 & 10.665580991 & 1.47 & 3.96 & 0.1 & 11.68 & 0.2 & 0.0031 & 42.7541066595 & 45.2613965617 & 1.91460907546 & 43.1226421576 & 44.653302697 & -1.14565812682 \\
EGS & 24724 & 10.064 & 1.47 & 4.62 & 0.2 & 11.18 & 0.055 & 0.0194 & 43.0505466956 & 44.7542368546 & 1.40744936838 & 43.2231353298 & 44.7789191623 & -1.02004166152 \\
COS & 8883 & 10.4742 & 1.47 & 5.28 & 0.2 & 11.49 & 0.223 & 0.0194 & 43.3605466956 & 45.0642368546 & 1.71744936838 & 43.3282253298 & 44.9102816623 & -0.888679161519 \\
COS & 21902 & 10.4516 & 1.471 & 10.56 & 0.2 & 11.32 & 0.108 & 0.0194 & 43.1905466956 & 44.8942368546 & 1.54744936838 & 43.2705953298 & 44.8382441623 & -0.960716661519 \\
UDS & 10941 & 10.3138672204 & 1.471 & 3.5 & 0.6 & 11.06 & 0.399 & 0.2166 & 43.978403418 & 44.5367285329 & 1.18994104668 & 43.5376787587 & 45.1720984484 & -0.62686237542 \\
EGS & 10433 & 10.2457 & 1.472 & 4.62 & 0.1 & 11.48 & 0.031 & 0.0031 & 42.5541066595 & 45.0613965617 & 1.71460907546 & 43.0548421576 & 44.568552697 & -1.23040812682 \\
GDS & 22730 & 9.82 & 1.472 & 5.28 & 0.33 & 10.89 & 0.039 & 0.060324 & 43.253235097 & 44.4457231005 & 1.09893561427 & 43.2918466979 & 44.8648083723 & -0.934152451449 \\
COS & 22594 & 9.87385 & 1.473 & 5.28 & 0.8 & 10.96 & 0.072 & 0.3944 & 44.138681872 & 44.3249308322 & 0.978143345959 & 43.5920131546 & 45.2400164432 & -0.558944380546 \\
COS & 5350 & 10.1019 & 1.473 & 5.94 & 0.2 & 11.53 & 0.118 & 0.0194 & 43.4005466956 & 45.1042368546 & 1.75744936838 & 43.3417853298 & 44.9272316623 & -0.871729161519 \\
EGS & 3747 & 9.84277 & 1.473 & 4.62 & 0.2 & 11.63 & 0.037 & 0.0194 & 43.5005466956 & 45.2042368546 & 1.85744936838 & 43.3756853298 & 44.9696066623 & -0.829354161519 \\
EGS & 23419 & 9.91833 & 1.473 & 5.28 & 0.2 & 10.86 & 0.036 & 0.0194 & 42.7305466956 & 44.4342368546 & 1.08744936838 & 43.1146553298 & 44.6433191623 & -1.15564166152 \\
EGS & 13152 & 9.52084 & 1.474 & 5.94 & 0.2 & 11.48 & 0.026 & 0.0194 & 43.3505466956 & 45.0542368546 & 1.70744936838 & 43.3248353298 & 44.9060441623 & -0.892916661519 \\
EGS & 14001 & 10.4442 & 1.474 & 5.28 & 0.2 & 11.3 & 0.077 & 0.0194 & 43.1705466956 & 44.8742368546 & 1.52744936838 & 43.2638153298 & 44.8297691623 & -0.969191661519 \\
UDS & 2926 & 10.3820170426 & 1.474 & 5.2800002 & 0.2 & 11.24 & 0.068 & 0.0194 & 43.1105466956 & 44.8142368546 & 1.46744936838 & 43.2434753298 & 44.8043441623 & -0.994616661519 \\
UDS & 8721 & 10.374748346 & 1.475 & 3.96 & 0.3 & 11.35 & 0.117 & 0.0489 & 43.6220538248 & 44.9109711474 & 1.56418366114 & 43.4168762466 & 45.0210953083 & -0.777865515524 \\
EGS & 18777 & 10.4058 & 1.475 & 5.94 & 0.1 & 10.62 & 0.027 & 0.0031 & 41.6941066595 & 44.2013965617 & 0.854609075465 & 42.7633021576 & 44.204127697 & -1.59483312682 \\
UDS & 23522 & 10.260071388 & 1.476 & 4.6199999 & 0.1 & 11.31 & 0.071 & 0.0031 & 42.3841066595 & 44.8913965617 & 1.54460907546 & 42.9972121576 & 44.496515197 & -1.30244562682 \\
GDS & 2551 & 10.2 & 1.476 & 5.94 & 0.1 & 11.01 & 0.044 & 0.0031 & 42.0841066595 & 44.5913965617 & 1.24460907546 & 42.8955121576 & 44.369390197 & -1.42957062682 \\
COS & 12165 & 11.1599 & 1.477 & 5.28 & 0.1 & 11.69 & 0.26 & 0.0031 & 42.7641066595 & 45.2713965617 & 1.92460907546 & 43.1260321576 & 44.657540197 & -1.14142062682 \\
UDS & 1052 & 10.652246341 & 1.478 & 5.2800002 & 0.1 & 11.42 & 0.106 & 0.0031 & 42.4941066595 & 45.0013965617 & 1.65460907546 & 43.0345021576 & 44.543127697 & -1.25583312682 \\
UDS & 1630 & 10.1760912591 & 1.479 & 4.6199999 & 0.3 & 11.25 & 0.086 & 0.0489 & 43.5220538248 & 44.8109711474 & 1.46418366114 & 43.3829762466 & 44.9787203083 & -0.820240515524 \\
UDS & 20542 & 10.50242712 & 1.48 & 5.9400001 & 0.4 & 11.46 & 0.083 & 0.0916 & 44.0046404394 & 45.0010220912 & 1.65423460501 & 43.5465731089 & 45.1832163862 & -0.615744437611 \\
EGS & 17179 & 10.0703 & 1.48 & 5.28 & 0.3 & 11.2 & 0.067 & 0.0489 & 43.4720538248 & 44.7609711474 & 1.41418366114 & 43.3660262466 & 44.9575328083 & -0.841428015524 \\
COS & 15514 & 9.15436 & 1.48 & 10.56 & 0.2 & 11.09 & 0.041 & 0.0194 & 42.9605466956 & 44.6642368546 & 1.31744936838 & 43.1926253298 & 44.7407816623 & -1.05817916152 \\
COS & 19085 & 10.1694 & 1.48 & 4.62 & 0.2 & 11.23 & 0.065 & 0.0194 & 43.1005466956 & 44.8042368546 & 1.45744936838 & 43.2400853298 & 44.8001066623 & -0.998854161519 \\
EGS & 17799 & 11.0114 & 1.48 & 5.28 & 0.2 & 11.45 & 0.215 & 0.0194 & 43.3205466956 & 45.0242368546 & 1.67744936838 & 43.3146653298 & 44.8933316623 & -0.905629161519 \\
UDS & 4144 & 10.3201462861 & 1.48 & 4.6199999 & 0.4 & 11.32 & 0.132 & 0.0916 & 43.8646404394 & 44.8610220912 & 1.51423460501 & 43.4991131089 & 45.1238913862 & -0.675069437611 \\
EGS & 11288 & 10.7566 & 1.483 & 5.94 & 0.2 & 11.43 & 0.104 & 0.0194 & 43.3005466956 & 45.0042368546 & 1.65744936838 & 43.3078853298 & 44.8848566623 & -0.914104161519 \\
EGS & 9602 & 10.2084 & 1.484 & 5.28 & 0.2 & 11.36 & 0.103 & 0.0194 & 43.2305466956 & 44.9342368546 & 1.58744936838 & 43.2841553298 & 44.8551941623 & -0.943766661519 \\
EGS & 24421 & 9.215 & 1.484 & 5.28 & 0.2 & 10.92 & 0.029 & 0.0194 & 42.7905466956 & 44.4942368546 & 1.14744936838 & 43.1349953298 & 44.6687441623 & -1.13021666152 \\
COS & 25190 & 9.35834 & 1.484 & 5.94 & 0.2 & 11.26 & 0.061 & 0.0194 & 43.1305466956 & 44.8342368546 & 1.48744936838 & 43.2502553298 & 44.8128191623 & -0.986141661519 \\
GDS & 18928 & 10.85 & 1.485 & 4.62 & 0.1 & 11.35 & 0.05 & 0.0031 & 42.4241066595 & 44.9313965617 & 1.58460907546 & 43.0107721576 & 44.513465197 & -1.28549562682 \\
EGS & 30572 & 10.4048 & 1.4856 & 3.96 & 0.4 & 11.62 & 0.127 & 0.0916 & 44.1646404394 & 45.1610220912 & 1.81423460501 & 43.6008131089 & 45.2510163862 & -0.547944437611 \\
EGS & 15771 & 8.6228 & 1.486 & 5.28 & 0.2 & 11.24 & 0.032 & 0.0194 & 43.1105466956 & 44.8142368546 & 1.46744936838 & 43.2434753298 & 44.8043441623 & -0.994616661519 \\
UDS & 2158 & 10.5563025008 & 1.487 & 5.2800002 & 0.3 & 11.45 & 0.148 & 0.0489 & 43.7220538248 & 45.0109711474 & 1.66418366114 & 43.4507762466 & 45.0634703083 & -0.735490515524 \\
UDS & 25443 & 10.6138418219 & 1.487 & 5.2800002 & 0.1 & 11.16 & 0.062 & 0.0031 & 42.2341066595 & 44.7413965617 & 1.39460907546 & 42.9463621576 & 44.432952697 & -1.36600812682 \\
UDS & 18706 & 9.95375969173 & 1.488 & 5.2800002 & 0.2 & 11.27 & 0.061 & 0.0194 & 43.1405466956 & 44.8442368546 & 1.49744936838 & 43.2536453298 & 44.8170566623 & -0.981904161519 \\
UDS & 14608 & 10.1553360375 & 1.489 & 4.6199999 & 0.2 & 11.42 & 0.095 & 0.0194 & 43.2905466956 & 44.9942368546 & 1.64744936838 & 43.3044953298 & 44.8806191623 & -0.918341661519 \\
UDS & 15183 & 10.3996737215 & 1.489 & 4.6199999 & 0.1 & 11.76 & 0.202 & 0.0031 & 42.8341066595 & 45.3413965617 & 1.99460907546 & 43.1497621576 & 44.687202697 & -1.11175812682 \\
GDS & 26455 & 10.32 & 1.489 & 7.26 & 0.1 & 10.93 & 0.051 & 0.0031 & 42.0041066595 & 44.5113965617 & 1.16460907546 & 42.8683921576 & 44.335490197 & -1.46347062682 \\
EGS & 4539 & 9.9023 & 1.49 & 5.28 & 0.1 & 11.35 & 0.032 & 0.0031 & 42.4241066595 & 44.9313965617 & 1.58460907546 & 43.0107721576 & 44.513465197 & -1.28549562682 \\
UDS & 5354 & 10.357934847 & 1.49 & 5.9400001 & 0.1 & 10.82 & 0.036 & 0.0031 & 41.8941066595 & 44.4013965617 & 1.05460907546 & 42.8311021576 & 44.288877697 & -1.51008312682 \\
EGS & 9078 & 10.0733 & 1.49 & 4.62 & 0.2 & 10.93 & 0.045 & 0.0194 & 42.8005466956 & 44.5042368546 & 1.15744936838 & 43.1383853298 & 44.6729816623 & -1.12597916152 \\
EGS & 21219 & 9.54483 & 1.49 & 5.28 & 0.2 & 11.5 & 0.114 & 0.0194 & 43.3705466956 & 45.0742368546 & 1.72744936838 & 43.3316153298 & 44.9145191623 & -0.884441661519 \\
EGS & 29642 & 10.1725 & 1.49 & 5.28 & 0.2 & 11.29 & 0.089 & 0.0194 & 43.1605466956 & 44.8642368546 & 1.51744936838 & 43.2604253298 & 44.8255316623 & -0.973429161519 \\
UDS & 8514 & 10.6665179806 & 1.491 & 5.2800002 & 0.4 & 11.4 & 0.206 & 0.0916 & 43.9446404394 & 44.9410220912 & 1.59423460501 & 43.5262331089 & 45.1577913862 & -0.641169437611 \\
EGS & 26831 & 10.3186 & 1.491 & 5.28 & 0.2 & 11.45 & 0.099 & 0.0194 & 43.3205466956 & 45.0242368546 & 1.67744936838 & 43.3146653298 & 44.8933316623 & -0.905629161519 \\
GDS & 15518 & 10.08 & 1.491 & 3.96 & 0.1 & 10.94 & 0.035 & 0.0031 & 42.0141066595 & 44.5213965617 & 1.17460907546 & 42.8717821576 & 44.339727697 & -1.45923312682 \\
UDS & 10356 & 9.89153745767 & 1.491 & 5.9400001 & 0.2 & 11.09 & 0.045 & 0.0194 & 42.9605466956 & 44.6642368546 & 1.31744936838 & 43.1926253298 & 44.7407816623 & -1.05817916152 \\
EGS & 5817 & 9.72182 & 1.491 & 5.28 & 0.2 & 11.03 & 0.037 & 0.0194 & 42.9005466956 & 44.6042368546 & 1.25744936838 & 43.1722853298 & 44.7153566623 & -1.08360416152 \\
EGS & 16346 & 10.5169 & 1.493 & 5.28 & 0.2 & 11.43 & 0.072 & 0.0194 & 43.3005466956 & 45.0042368546 & 1.65744936838 & 43.3078853298 & 44.8848566623 & -0.914104161519 \\
EGS & 11887 & 10.3363 & 1.493 & 5.28 & 0.2 & 11.27 & 0.071 & 0.0194 & 43.1405466956 & 44.8442368546 & 1.49744936838 & 43.2536453298 & 44.8170566623 & -0.981904161519 \\
EGS & 10998 & 10.0998 & 1.494 & 7.92 & 0.3 & 11.24 & 0.12 & 0.0489 & 43.5120538248 & 44.8009711474 & 1.45418366114 & 43.3795862466 & 44.9744828083 & -0.824478015524 \\
COS & 27292 & 9.99471 & 1.496 & 5.28 & 0.2 & 11.33 & 0.078 & 0.0194 & 43.2005466956 & 44.9042368546 & 1.55744936838 & 43.2739853298 & 44.8424816623 & -0.956479161519 \\
COS & 15468 & 11.0595 & 1.497 & 4.62 & 0.5 & 11.13 & 0.168 & 0.1475 & 43.881536986 & 44.6434393534 & 1.29665186713 & 43.5048410383 & 45.1310512978 & -0.667909525969 \\
UDS & 17102 & 10.2833012287 & 1.498 & 5.2800002 & 0.4 & 11.38 & 0.117 & 0.0916 & 43.9246404394 & 44.9210220912 & 1.57423460501 & 43.5194531089 & 45.1493163862 & -0.649644437611 \\
UDS & 11346 & 9.26007138799 & 1.499 & 5.9400001 & 0.5 & 11.53 & 0.143 & 0.1475 & 44.281536986 & 45.0434393534 & 1.69665186713 & 43.6404410383 & 45.3005512978 & -0.498409525969 \\
EGS & 17296 & 9.86646 & 1.499 & 4.62 & 0.3 & 11.09 & 0.033 & 0.0489 & 43.3620538248 & 44.6509711474 & 1.30418366114 & 43.3287362466 & 44.9109203083 & -0.888040515524 \\
COS & 25568 & 10.7149 & 1.5 & 5.28 & 0.3 & 11.54 & 0.143 & 0.0489 & 43.8120538248 & 45.1009711474 & 1.75418366114 & 43.4812862466 & 45.1016078083 & -0.697353015524 \\
COS & 1739 & 9.24518 & 1.5 & 5.28 & 0.2 & 11.65 & 0.109 & 0.0194 & 43.5205466956 & 45.2242368546 & 1.87744936838 & 43.3824653298 & 44.9780816623 & -0.820879161519 \\
COS & 17432 & 8.67925 & 1.5 & 6.6 & 0.7 & 11.36 & 0.134 & 0.2989 & 44.4182708807 & 44.7885249328 & 1.44173744658 & 43.6867938286 & 45.3584922857 & -0.44046853808 \\
COS & 10013 & 10.3422 & 1.5 & 3.96 & 0.2 & 11.46 & 0.081 & 0.0194 & 43.3305466956 & 45.0342368546 & 1.68744936838 & 43.3180553298 & 44.8975691623 & -0.901391661519 \\
EGS & 31810 & 10.1533 & 1.5 & 5.28 & 0.3 & 11.08 & 0.063 & 0.0489 & 43.3520538248 & 44.6409711474 & 1.29418366114 & 43.3253462466 & 44.9066828083 & -0.892278015524 \\
COS & 59 & 10.9562 & 1.5 & 7.26 & 0.3 & 11.67 & 0.256 & 0.0489 & 43.9420538248 & 45.2309711474 & 1.88418366114 & 43.5253562466 & 45.1566953083 & -0.642265515524 \\
EGS & 29437 & 9.97086 & 1.501 & 5.94 & 0.2 & 10.74 & 0.027 & 0.0194 & 42.6105466956 & 44.3142368546 & 0.967449368377 & 43.0739753298 & 44.5924691623 & -1.20649166152 \\
EGS & 25755 & 10.7406 & 1.502 & 4.62 & 0.1 & 11.12 & 0.067 & 0.0031 & 42.1941066595 & 44.7013965617 & 1.35460907546 & 42.9328021576 & 44.416002697 & -1.38295812682 \\
GDS & 24269 & 9.72 & 1.502 & 5.28 & 0.4 & 11.03 & 0.044 & 0.0916 & 43.5746404394 & 44.5710220912 & 1.22423460501 & 43.4008031089 & 45.0010038862 & -0.797956937611 \\
EGS & 27917 & 10.7667 & 1.502 & 9.9 & 0.2 & 11.47 & 0.148 & 0.0194 & 43.3405466956 & 45.0442368546 & 1.69744936838 & 43.3214453298 & 44.9018066623 & -0.897154161519 \\
COS & 2044 & 9.94106 & 1.504 & 6.6 & 0.6 & 10.91 & 0.037 & 0.2166 & 43.828403418 & 44.3867285329 & 1.03994104668 & 43.4868287587 & 45.1085359484 & -0.69042487542 \\
UDS & 4552 & 10.2121876044 & 1.504 & 4.6199999 & 0.2 & 11.43 & 0.094 & 0.0194 & 43.3005466956 & 45.0042368546 & 1.65744936838 & 43.3078853298 & 44.8848566623 & -0.914104161519 \\
EGS & 18761 & 9.8709 & 1.505 & 4.62 & 0.2 & 11.23 & 0.059 & 0.0194 & 43.1005466956 & 44.8042368546 & 1.45744936838 & 43.2400853298 & 44.8001066623 & -0.998854161519 \\
COS & 24799 & 10.3121 & 1.506 & 4.62 & 0.2 & 11.2 & 0.158 & 0.0194 & 43.0705466956 & 44.7742368546 & 1.42744936838 & 43.2299153298 & 44.7873941623 & -1.01156666152 \\
EGS & 28814 & 10.1742 & 1.507 & 4.62 & 0.16 & 11.58 & 0.127 & 0.011296 & 43.2156696494 & 45.1578112569 & 1.81102377065 & 43.2791120111 & 44.8488900139 & -0.950070809856 \\
UDS & 19126 & 10.7007037171 & 1.507 & 4.6199999 & 0.2 & 11.92 & 0.253 & 0.0194 & 43.7905466956 & 45.4942368546 & 2.14744936838 & 43.4739953298 & 45.0924941623 & -0.706466661519 \\
EGS & 7349 & 9.91982 & 1.509 & 5.28 & 0.2 & 11.02 & 0.037 & 0.0194 & 42.8905466956 & 44.5942368546 & 1.24744936838 & 43.1688953298 & 44.7111191623 & -1.08784166152 \\
EGS & 19689 & 9.9799 & 1.509 & 5.94 & 0.2 & 10.79 & 0.032 & 0.0194 & 42.6605466956 & 44.3642368546 & 1.01744936838 & 43.0909253298 & 44.6136566623 & -1.18530416152 \\
GDS & 17157 & 10.01 & 1.509 & 5.28 & 0.2 & 10.84 & 0.027 & 0.0194 & 42.7105466956 & 44.4142368546 & 1.06744936838 & 43.1078753298 & 44.6348441623 & -1.16411666152 \\
EGS & 21505 & 10.0763 & 1.51 & 4.62 & 0.2 & 11.54 & 0.055 & 0.0194 & 43.4105466956 & 45.1142368546 & 1.76744936838 & 43.3451753298 & 44.9314691623 & -0.867491661519 \\
COS & 6489 & 9.992 & 1.51 & 5.28 & 0.2 & 11.55 & 0.121 & 0.0194 & 43.4205466956 & 45.1242368546 & 1.77744936838 & 43.3485653298 & 44.9357066623 & -0.863254161519 \\
GDS & 24884 & 10.04 & 1.51 & 4.62 & 0.2 & 11.39 & 0.063 & 0.0194 & 43.2605466956 & 44.9642368546 & 1.61744936838 & 43.2943253298 & 44.8679066623 & -0.931054161519 \\
EGS & 4581 & 10.6497 & 1.51 & 5.28 & 0.1 & 11.87 & 0.354 & 0.0031 & 42.9441066595 & 45.4513965617 & 2.10460907546 & 43.1870521576 & 44.733815197 & -1.06514562682 \\
GDS & 23179 & 10.09 & 1.51 & 4.62 & 0.3 & 11.06 & 0.061 & 0.0489 & 43.3320538248 & 44.6209711474 & 1.27418366114 & 43.3185662466 & 44.8982078083 & -0.900753015524 \\
GDS & 25425 & 10.44 & 1.511 & 5.28 & 0.2 & 11.61 & 0.149 & 0.0194 & 43.4805466956 & 45.1842368546 & 1.83744936838 & 43.3689053298 & 44.9611316623 & -0.837829161519 \\
UDS & 19029 & 9.69635638873 & 1.512 & 4.6199999 & 0.8 & 10.77 & 0.06 & 0.3944 & 43.948681872 & 44.1349308322 & 0.788143345959 & 43.5276031546 & 45.1595039432 & -0.639456880546 \\
UDS & 12561 & 10.8662873391 & 1.514 & 5.2800002 & 0.1 & 10.99 & 0.065 & 0.0031 & 42.0641066595 & 44.5713965617 & 1.22460907546 & 42.8887321576 & 44.360915197 & -1.43804562682 \\
GDS & 18638 & 10.25 & 1.514 & 5.94 & 0.2 & 11.45 & 0.155 & 0.0194 & 43.3205466956 & 45.0242368546 & 1.67744936838 & 43.3146653298 & 44.8933316623 & -0.905629161519 \\
COS & 22234 & 10.3799 & 1.514 & 3.96 & 0.2 & 11.14 & 0.069 & 0.0194 & 43.0105466956 & 44.7142368546 & 1.36744936838 & 43.2095753298 & 44.7619691623 & -1.03699166152 \\
EGS & 30012 & 10.6047 & 1.515 & 3.5 & 0.2 & 11.39 & 0.236 & 0.0194 & 43.2605466956 & 44.9642368546 & 1.61744936838 & 43.2943253298 & 44.8679066623 & -0.931054161519 \\
EGS & 12292 & 9.98 & 1.515 & 5.28 & 0.1 & 11.59 & 0.133 & 0.0031 & 42.6641066595 & 45.1713965617 & 1.82460907546 & 43.0921321576 & 44.615165197 & -1.18379562682 \\
COS & 25853 & 10.0387 & 1.518 & 5.28 & 0.2 & 11.42 & 0.094 & 0.0194 & 43.2905466956 & 44.9942368546 & 1.64744936838 & 43.3044953298 & 44.8806191623 & -0.918341661519 \\
UDS & 11276 & 10.3502480183 & 1.519 & 4.6199999 & 0.4 & 11.37 & 0.096 & 0.0916 & 43.9146404394 & 44.9110220912 & 1.56423460501 & 43.5160631089 & 45.1450788862 & -0.653881937611 \\
EGS & 11501 & 9.92702 & 1.519 & 5.28 & 0.3 & 11.59 & 0.107 & 0.0489 & 43.8620538248 & 45.1509711474 & 1.80418366114 & 43.4982362466 & 45.1227953083 & -0.676165515524 \\
COS & 23300 & 10.6155 & 1.52 & 5.28 & 0.2 & 11.67 & 0.153 & 0.0194 & 43.5405466956 & 45.2442368546 & 1.89744936838 & 43.3892453298 & 44.9865566623 & -0.812404161519 \\
EGS & 15667 & 10.7548 & 1.52 & 5.28 & 0.2 & 11.71 & 0.201 & 0.0194 & 43.5805466956 & 45.2842368546 & 1.93744936838 & 43.4028053298 & 45.0035066623 & -0.795454161519 \\
COS & 24477 & 10.3216 & 1.52 & 5.94 & 0.2 & 11.56 & 0.215 & 0.0194 & 43.4305466956 & 45.1342368546 & 1.78744936838 & 43.3519553298 & 44.9399441623 & -0.859016661519 \\
COS & 4783 & 9.77253 & 1.521 & 4.62 & 0.6 & 11.34 & 0.077 & 0.2166 & 44.258403418 & 44.8167285329 & 1.46994104668 & 43.6325987587 & 45.2907484484 & -0.50821237542 \\
UDS & 18123 & 10.1583624921 & 1.521 & 5.2800002 & 0.2 & 11.25 & 0.084 & 0.0194 & 43.1205466956 & 44.8242368546 & 1.47744936838 & 43.2468653298 & 44.8085816623 & -0.990379161519 \\
UDS & 10581 & 10.875639937 & 1.521 & 5.9400001 & 0.3 & 11.74 & 0.273 & 0.0489 & 44.0120538248 & 45.3009711474 & 1.95418366114 & 43.5490862466 & 45.1863578083 & -0.612603015524 \\
EGS & 9749 & 10.6467 & 1.522 & 5.28 & 0.2 & 11.4 & 0.126 & 0.0194 & 43.2705466956 & 44.9742368546 & 1.62744936838 & 43.2977153298 & 44.8721441623 & -0.926816661519 \\
EGS & 19611 & 10.3522 & 1.522 & 4.62 & 0.3 & 11.76 & 0.036 & 0.0489 & 44.0320538248 & 45.3209711474 & 1.97418366114 & 43.5558662466 & 45.1948328083 & -0.604128015524 \\
GDS & 25635 & 10.19 & 1.5225 & 4.62 & 0.2 & 11.11 & 0.064 & 0.0194 & 42.9805466956 & 44.6842368546 & 1.33744936838 & 43.1994053298 & 44.7492566623 & -1.04970416152 \\
UDS & 21413 & 9.6294095991 & 1.523 & 4.6199999 & 0.2 & 11.17 & 0.052 & 0.0194 & 43.0405466956 & 44.7442368546 & 1.39744936838 & 43.2197453298 & 44.7746816623 & -1.02427916152 \\
COS & 10749 & 10.0864 & 1.5233 & 3.96 & 0.2 & 11.31 & 0.072 & 0.0194 & 43.1805466956 & 44.8842368546 & 1.53744936838 & 43.2672053298 & 44.8340066623 & -0.964954161519 \\
EGS & 30144 & 10.0374 & 1.524 & 5.94 & 1.0 & 11.79 & 0.444 & 0.625 & 45.168624983 & 44.9467762334 & 1.59998874719 & 43.9411638692 & 45.6764548366 & -0.122505987228 \\
UDS & 8754 & 10.9169800473 & 1.525 & 5.2800002 & 0.1 & 11.76 & 0.233 & 0.0031 & 42.8341066595 & 45.3413965617 & 1.99460907546 & 43.1497621576 & 44.687202697 & -1.11175812682 \\
GDS & 25992 & 10.45 & 1.525 & 10.56 & 0.5 & 12.1 & 0.205 & 0.1475 & 44.851536986 & 45.6134393534 & 2.26665186713 & 43.8336710383 & 45.5420887978 & -0.256872025969 \\
EGS & 19429 & 9.83781 & 1.525 & 4.62 & 0.2 & 11.38 & 0.06 & 0.0194 & 43.2505466956 & 44.9542368546 & 1.60744936838 & 43.2909353298 & 44.8636691623 & -0.935291661519 \\
UDS & 11459 & 10.0128372247 & 1.526 & 5.9400001 & 0.16 & 11.54 & 0.12 & 0.011296 & 43.1756696494 & 45.1178112569 & 1.77102377065 & 43.2655520111 & 44.8319400139 & -0.967020809856 \\
UDS & 3324 & 10.2405492483 & 1.527 & 5.9400001 & 0.3 & 11.19 & 0.084 & 0.0489 & 43.4620538248 & 44.7509711474 & 1.40418366114 & 43.3626362466 & 44.9532953083 & -0.845665515524 \\
COS & 26659 & 10.2584 & 1.527 & 5.94 & 0.2 & 11.37 & 0.085 & 0.0194 & 43.2405466956 & 44.9442368546 & 1.59744936838 & 43.2875453298 & 44.8594316623 & -0.939529161519 \\
UDS & 2304 & 10.2810333672 & 1.527 & 3.96 & 0.4 & 11.19 & 0.069 & 0.0916 & 43.7346404394 & 44.7310220912 & 1.38423460501 & 43.4550431089 & 45.0688038862 & -0.730156937611 \\
UDS & 21783 & 10.4502491083 & 1.5271 & 3.96 & 0.1 & 11.75 & 0.39 & 0.0031 & 42.8241066595 & 45.3313965617 & 1.98460907546 & 43.1463721576 & 44.682965197 & -1.11599562682 \\
UDS & 17904 & 10.3222192947 & 1.529 & 5.2800002 & 0.3 & 11.48 & 0.157 & 0.0489 & 43.7520538248 & 45.0409711474 & 1.69418366114 & 43.4609462466 & 45.0761828083 & -0.722778015524 \\
EGS & 12874 & 10.8667 & 1.5293 & 5.28 & 0.3 & 11.95 & 0.373 & 0.0489 & 44.2220538248 & 45.5109711474 & 2.16418366114 & 43.6202762466 & 45.2753453083 & -0.523615515524 \\
EGS & 22406 & 10.1063 & 1.53 & 5.28 & 0.2 & 11.3 & 0.07 & 0.0194 & 43.1705466956 & 44.8742368546 & 1.52744936838 & 43.2638153298 & 44.8297691623 & -0.969191661519 \\
